U	2b9a5921-7085-4da1-b3b0-5ba88e3e5749	0	1060	0:961 409438:1 0:64	||||||
U	d693f82d-e628-4863-adf4-f08df3f9bb6b	0	1684	0:1650	||||||
U	089f9906-0c5f-4596-9436-371b593aef2c	0	343	0:309	||||||
U	9c816cda-d645-443b-a82f-4ff6a7eb81ae	0	639	0:605	||||||
U	45fe3937-5128-4cb6-9234-4ee23428bf0d	0	636	0:602	||||||
U	153aaad9-9dd7-4bd2-a8c8-321d32317e0e	0	576	0:542	||||||
U	64f48dad-32dc-4d48-a5e6-23856c3c0df7	0	3075	0:3041	||||||
U	dcd215ca-317d-45df-975c-fe3c65463361	0	2095	0:2061	||||||
U	67636d63-f653-4adb-a85c-23ad748ebaca	0	1079	0:108 409438:1 0:936	||||||
U	07a6da1c-fecb-4ca4-8aac-152f661cab1a	0	420	0:386	||||||
C	2f189c51-d873-40fd-bfec-d5759837c711	9606	2975	0:145 9606:4 0:47 9606:2 0:83 9606:4 0:3 9606:5 0:14 9606:7 0:6 9606:5 0:27 9606:5 0:38 9606:2 0:72 9606:4 0:27 9606:9 0:7 9606:5 0:35 9606:3 0:13 9606:1 0:53 9606:1 0:12 9606:10 0:4 9606:7 0:21 9606:2 0:6 9606:3 0:91 9606:2 0:19 9606:9 0:12 9606:5 0:10 9606:1 0:92 9606:9 0:43 9606:3 0:43 9606:1 0:12 9606:5 0:18 9606:3 0:14 9606:2 0:6 9606:5 0:34 9606:1 0:64 9606:3 0:12 9606:5 0:1 9606:9 0:17 9606:1 0:7 9606:2 0:51 9606:1 0:5 9606:4 0:49 9606:5 0:2 9606:2 0:44 9606:1 0:2 9606:5 0:9 9606:1 0:124 9606:5 0:4 9606:4 0:26 9606:2 0:1 9606:5 0:1 9606:1 0:9 9606:2 0:14 9606:1 0:31 9606:4 0:19 9606:3 0:4 9606:2 0:5 9606:2 0:10 9606:5 0:38 9606:1 0:48 9606:2 0:3 9606:5 0:155 9606:2 0:7 9606:5 0:2 9606:1 0:32 9606:5 0:67 9606:5 0:59 9606:2 0:24 9606:3 0:19 9606:5 0:42 9606:5 0:33 9606:1 0:112 9606:2 0:106 9606:9 0:27 9606:5 0:53 9606:5 0:10 9606:4 0:3 9606:5 0:63 9606:3 0:16 9606:3 0:10 9606:3 0:22 9606:2 0:33 9606:1 0:20 9606:5 0:6 9606:1 0:5 2759:2 0:27 9606:1 0:6 9606:5 0:77	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	f37d72cf-a78c-4eb3-936c-fbacec517af1	0	2185	0:2151	||||||
C	df904ea9-9df7-4d9c-b844-252f77972ce0	9606	2137	0:460 9606:5 0:124 9606:2 0:245 9606:4 0:1263	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
C	7fc6e562-3f59-4f31-8722-9af3c4f41a1b	9606	2146	0:1536 9606:5 0:31 9606:2 0:124 9606:5 0:55 9606:2 0:7 9606:4 0:341	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	c6f6e7e7-096c-432a-a728-78addadbe02c	0	1688	0:1654	||||||
U	73edb3ab-ce72-4d86-8852-4247fa3db803	0	1710	0:1676	||||||
U	661d1121-5cff-4e4b-99e4-9324230f2186	0	340	0:306	||||||
U	c7f71720-ecb9-42ab-a8b4-128cd754d3ec	0	479	0:445	||||||
U	9232a9a5-ecaf-409e-8e3b-574939c3ed4e	0	1039	0:1005	||||||
U	f9710259-46d0-4a29-ad01-700f94fcc50b	0	508	0:284 9606:5 0:185	||||||
U	da44cd41-d70f-4bd9-8c26-ffc6e185139d	0	2073	0:399 9606:3 0:1637	||||||
U	67a59294-2146-49a8-9664-6a144a51a877	0	2833	0:1388 9606:2 0:1409	||||||
U	a1258bb8-ad30-4c9a-a669-35cd0a3f7b82	0	446	0:412	||||||
U	d0dcdd6d-17ce-4589-8afa-673cfa9068e4	0	436	0:402	||||||
U	b893faaa-2df6-4baa-9edf-7615b6923653	0	3805	0:2496 9606:5 0:1270	||||||
C	c8998a88-f4ac-4b69-bd13-9d25f79083d7	9606	3977	0:114 9606:2 0:21 9606:3 0:10 9606:5 0:21 9606:1 0:9 9606:1 0:26 9606:1 0:15 9606:5 0:35 9606:4 0:18 9606:5 0:21 9606:5 0:21 9606:3 0:9 9606:2 0:12 9606:1 0:85 9606:5 0:2 9606:5 0:20 9606:1 0:12 9606:5 0:11 9606:4 0:82 9606:5 0:12 9606:2 0:16 131567:5 0:26 9606:8 0:17 9606:1 0:17 9606:5 0:63 9606:2 0:25 9606:1 0:9 9606:5 0:17 9606:2 0:32 9606:1 0:11 9606:2 0:11 9606:5 0:29 9606:8 0:18 9606:1 0:15 9606:2 0:36 9606:4 0:18 9606:3 0:71 9606:2 0:13 9606:2 0:1 9606:4 0:7 9606:4 0:77 9606:4 0:15 9606:2 0:48 9606:1 0:70 9606:4 0:44 9606:1 0:88 9606:3 0:50 9606:5 0:37 9606:1 0:31 9606:5 0:26 9606:2 0:18 9606:1 0:129 9606:7 0:16 9606:4 0:17 9606:1 0:63 9606:1 0:39 9606:4 0:36 9606:1 0:122 9606:5 0:25 9606:4 0:13 9606:1 0:24 9606:5 0:29 9606:4 0:199 9606:5 0:26 9606:4 0:27 9606:1 0:2 9606:1 0:58 9606:5 0:11 9606:1 0:32 9606:1 0:7 9606:7 0:121 9606:5 0:48 9606:5 0:97 9606:7 0:12 9606:5 0:8 9606:3 0:39 9606:3 0:8 9606:5 0:116 9606:3 0:47 9606:5 0:60 9606:5 0:51 9606:2 0:69 9606:5 0:42 9606:5 0:64 9606:1 0:23 9606:2 0:13 9606:5 0:22 9606:4 0:24 9606:2 0:20 9606:1 0:20 9606:5 0:20 9606:3 0:46 9606:1 0:11 9606:5 0:1 9606:3 0:11 9606:1 0:150 9606:3 0:21 9606:7 0:68	Eukaryota|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens
U	9f98203b-bc4b-4c25-80ef-f1352624a174	0	338	0:304	||||||
U	7d886676-0c3a-4b45-803f-402c72761991	0	960	0:926	||||||
U	8204c0cf-5795-4120-b365-1c2fd08cad1c	0	417	0:383	||||||
U	88baf272-4362-437e-9e85-64eac821ce51	0	501	0:467	||||||
U	600ed4b1-1d74-45f5-94de-04e2efd6abf3	0	1020	0:986	||||||
U	7c15f291-6d8a-417f-b409-0e302e90d45d	0	361	0:327	||||||
U	b164f617-c5a3-4460-aba5-a45eab42ef25	0	404	0:370	||||||
U	a0e44c8b-fd18-48e9-909a-966a19cbc866	0	736	0:702	||||||
U	79a96647-23f5-44ca-8d96-a60bf57b0ebd	0	323	0:289	||||||
U	85ec08cc-cbd3-4318-9e0d-d0c94e41a759	0	462	0:428	||||||
